price,brand,model,year,mileage,color,state
13900,nissan,rogue,2018,35493,black,florida
13900,nissan,rogue,2018,37073,gray,florida
1500,nissan,door,2013,98384,black,maryland
16500,nissan,pathfinder,2018,34640,white,florida
13900,nissan,rogue,2018,38760,white,florida
16500,nissan,pathfinder,2018,34841,black,florida
13900,nissan,rogue,2018,35065,gray,florida
12400,nissan,altima,2018,37741,black,florida
13000,nissan,altima,2018,27488,gray,florida
16500,nissan,pathfinder,2018,37452,gray,florida
13900,nissan,rogue,2018,39797,black,florida
16500,nissan,pathfinder,2018,36714,black,florida
13900,nissan,rogue,2018,36207,black,florida
13900,nissan,rogue,2018,38563,black,florida
13900,nissan,rogue,2018,39885,silver,florida
12100,nissan,altima,2018,41852,silver,florida
16500,nissan,pathfinder,2018,39454,silver,florida
16500,nissan,pathfinder,2018,40203,blue,florida
13900,nissan,rogue,2018,34547,white,florida
3700,nissan,door,2015,75858,silver,illinois
18800,nissan,pathfinder,2019,31123,white,north carolina
9200,nissan,versa,2018,33808,black,florida
30100,nissan,titan,2019,30599,black,north carolina
9200,nissan,versa,2018,33931,black,florida
11100,nissan,sentra,2019,40359,black,north carolina
13900,nissan,rogue,2018,44313,white,florida
9100,nissan,versa,2018,33078,black,florida
22800,nissan,frontier,2019,24320,black,illinois
13900,nissan,rogue,2018,42502,black,florida
12600,nissan,altima,2019,33497,gray,california
9200,nissan,versa,2018,39577,silver,florida
12100,nissan,altima,2019,36974,gray,california
9200,nissan,versa,2018,41220,black,florida
2300,nissan,frontier,2019,1,silver,california
13900,nissan,rogue,2018,41539,black,florida
9500,nissan,sentra,2019,19646,black,california
13900,nissan,rogue,2018,39924,white,florida
1700,nissan,note,2019,33279,red,california
13900,nissan,rogue,2018,40259,gray,florida
10400,nissan,sentra,2019,25264,blue,california
9200,nissan,versa,2018,35677,black,florida
7400,nissan,versa,2019,35511,black,california
9200,nissan,versa,2018,33027,black,florida
7800,nissan,versa,2019,23609,red,california
9200,nissan,versa,2018,34553,silver,florida
9200,nissan,versa,2018,31594,silver,florida
9200,nissan,versa,2018,32557,black,florida
9200,nissan,versa,2018,31371,silver,florida
